DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST;DELTA_1;DELTA_2
24-Feb-2022;13:12:53;LV_f11_MF;1;0.000000;377.71;1;5;2000;1;5;50;1
24-Feb-2022;13:18:28;LV_f11_MF;2;0.000000;334.80;1;5;2000;1;5;50;1
24-Feb-2022;13:24:46;LV_f11_MF;3;0.000000;378.66;1;5;2000;1;5;50;1
24-Feb-2022;13:30:50;LV_f11_MF;4;0.000000;364.18;1;5;2000;1;5;50;1
24-Feb-2022;13:36:48;LV_f11_MF;5;0.000001;357.49;1;5;2000;1;5;50;1
24-Feb-2022;13:44:13;LV_f13_MF;1;94.610828;444.81;1;5;2000;1;5;50;1
24-Feb-2022;13:51:38;LV_f13_MF;2;4.688341;445.60;1;5;2000;1;5;50;1
24-Feb-2022;13:57:12;LV_f13_MF;3;37.445237;333.25;1;5;2000;1;5;50;1
24-Feb-2022;14:03:35;LV_f13_MF;4;24.892289;383.18;1;5;2000;1;5;50;1
24-Feb-2022;14:10:51;LV_f13_MF;5;137.066715;435.88;1;5;2000;1;5;50;1
24-Feb-2022;14:16:19;LV_f15_MF;1;2979.528685;327.97;1;5;2000;1;5;50;1
24-Feb-2022;14:23:35;LV_f15_MF;2;282.628938;435.92;1;5;2000;1;5;50;1
24-Feb-2022;14:29:50;LV_f15_MF;3;4804.812290;375.08;1;5;2000;1;5;50;1
24-Feb-2022;14:35:18;LV_f15_MF;4;4185.631339;328.43;1;5;2000;1;5;50;1
24-Feb-2022;14:41:57;LV_f15_MF;5;1174.478989;398.27;1;5;2000;1;5;50;1
24-Feb-2022;15:04:09;LV_f17_MF;1;-1.505246;1332.21;1;5;2000;1;5;50;1
24-Feb-2022;15:22:46;LV_f17_MF;2;-1.054386;1117.14;1;5;2000;1;5;50;1
